Begin,End,Activity,HRmean,HRmax,HRmin
2020-06-19T17:49:00.000+01:00,2020-06-19T18:02:00.000+01:00,Running,80,95,71
2020-06-19T18:03:00.000+01:00,2020-06-19T18:22:00.000+01:00,Running,86,106,69
2020-06-19T18:32:00.000+01:00,2020-06-19T18:36:00.000+01:00,Walking,85,90,81
2020-06-19T18:53:00.000+01:00,2020-06-19T19:04:00.000+01:00,Walking,86,103,71
2020-06-19T19:05:00.000+01:00,2020-06-19T19:16:00.000+01:00,Running,90,130,69
2020-06-19T19:18:00.000+01:00,2020-06-19T19:34:00.000+01:00,Walking,99,127,85
2020-06-20T00:04:00.000+01:00,2020-06-20T00:15:00.000+01:00,Walking,null
2020-06-20T09:03:00.000+01:00,2020-06-20T09:21:00.000+01:00,Running,null
2020-06-20T11:33:00.000+01:00,2020-06-20T11:38:00.000+01:00,Walking,null
2020-06-20T11:40:00.000+01:00,2020-06-20T11:44:00.000+01:00,Running,null
2020-06-20T11:45:00.000+01:00,2020-06-20T11:48:00.000+01:00,Running,null
2020-06-20T11:49:00.000+01:00,2020-06-20T12:03:00.000+01:00,Walking,null
2020-06-20T12:11:00.000+01:00,2020-06-20T12:16:00.000+01:00,Walking,null
2020-06-20T12:24:00.000+01:00,2020-06-20T12:37:00.000+01:00,Walking,null
2020-06-20T12:44:00.000+01:00,2020-06-20T13:00:00.000+01:00,Walking,null
2020-06-20T13:12:00.000+01:00,2020-06-20T13:16:00.000+01:00,Walking,null
2020-06-20T13:23:00.000+01:00,2020-06-20T13:31:00.000+01:00,Walking,null
2020-06-20T13:41:00.000+01:00,2020-06-20T14:02:00.000+01:00,Walking,null
2020-06-20T15:36:00.000+01:00,2020-06-20T15:53:00.000+01:00,Walking,null
2020-06-20T16:10:00.000+01:00,2020-06-20T16:14:00.000+01:00,Walking,null
2020-06-20T17:08:00.000+01:00,2020-06-20T17:12:00.000+01:00,Running,null
2020-06-20T17:08:00.000+01:00,2020-06-20T17:14:00.000+01:00,Walking,null
2020-06-20T17:33:00.000+01:00,2020-06-20T17:47:00.000+01:00,Walking,null
2020-06-20T17:48:00.000+01:00,2020-06-20T18:00:00.000+01:00,Walking,null
2020-06-20T18:02:00.000+01:00,2020-06-20T18:20:00.000+01:00,Running,null
2020-06-20T18:22:00.000+01:00,2020-06-20T18:36:00.000+01:00,Walking,null
2020-06-20T18:44:00.000+01:00,2020-06-20T18:59:00.000+01:00,Walking,90,105,75
2020-06-20T19:27:00.000+01:00,2020-06-20T19:43:00.000+01:00,Walking,84,93,76
2020-06-20T19:45:00.000+01:00,2020-06-20T20:13:00.000+01:00,Running,88,103,80
2020-06-20T22:30:00.000+01:00,2020-06-20T22:49:00.000+01:00,Walking,88,116,66
2020-06-21T09:30:00.000+01:00,2020-06-21T09:35:00.000+01:00,Walking,null
2020-06-21T10:45:00.000+01:00,2020-06-21T10:58:00.000+01:00,Walking,null
2020-06-21T19:05:00.000+01:00,2020-06-21T19:09:00.000+01:00,Running,145,150,140
2020-06-21T19:10:00.000+01:00,2020-06-21T19:15:00.000+01:00,Walking,154,157,152
2020-06-21T19:26:00.000+01:00,2020-06-21T19:30:00.000+01:00,Walking,137,137,137
2020-06-21T19:32:00.000+01:00,2020-06-21T19:45:00.000+01:00,Walking,101,141,76
2020-06-21T19:53:00.000+01:00,2020-06-21T20:13:00.000+01:00,Running,97,123,71
2020-06-22T09:35:00.000+01:00,2020-06-22T09:58:00.000+01:00,Walking,null
2020-06-22T13:13:00.000+01:00,2020-06-22T13:18:00.000+01:00,Walking,null
2020-06-22T15:17:00.000+01:00,2020-06-22T15:46:00.000+01:00,Running,81,86,77
2020-06-22T15:52:00.000+01:00,2020-06-22T16:32:00.000+01:00,Walking,110,122,76
2020-06-22T16:41:00.000+01:00,2020-06-22T17:18:00.000+01:00,Walking,100,107,93
2020-06-22T17:35:00.000+01:00,2020-06-22T17:49:00.000+01:00,Walking,83,83,83
2020-06-22T18:06:00.000+01:00,2020-06-22T18:23:00.000+01:00,Walking,79,79,79
2020-06-22T18:53:00.000+01:00,2020-06-22T19:11:00.000+01:00,Walking,null
2020-06-22T19:22:00.000+01:00,2020-06-22T19:27:00.000+01:00,Walking,null
2020-06-22T19:59:00.000+01:00,2020-06-22T20:08:00.000+01:00,Walking,64,71,57
2020-07-17T08:17:00.000+01:00,2020-07-17T08:23:00.000+01:00,Running,87,99,74
2020-07-21T17:04:00.000+01:00,2020-07-21T17:08:00.000+01:00,Walking,85,103,71
2020-07-21T17:39:00.000+01:00,2020-07-21T17:57:00.000+01:00,Running,94,104,82
2020-07-21T18:12:00.000+01:00,2020-07-21T18:16:00.000+01:00,Walking,81,85,77
2020-07-21T18:17:00.000+01:00,2020-07-21T18:22:00.000+01:00,Running,121,136,106
2020-07-21T18:23:00.000+01:00,2020-07-21T18:41:00.000+01:00,Walking,120,162,90
2020-07-21T19:10:00.000+01:00,2020-07-21T19:14:00.000+01:00,Walking,101,120,82
2020-07-21T20:10:00.000+01:00,2020-07-21T20:19:00.000+01:00,Walking,88,103,66
2020-07-23T10:31:00.000+01:00,2020-07-23T10:38:00.000+01:00,Walking,null
2020-07-23T13:00:00.000+01:00,2020-07-23T13:11:00.000+01:00,Walking,null
2020-07-23T13:16:00.000+01:00,2020-07-23T13:28:00.000+01:00,Walking,null
2020-07-23T16:08:00.000+01:00,2020-07-23T16:37:00.000+01:00,Running,null
2020-07-23T19:35:00.000+01:00,2020-07-23T19:47:00.000+01:00,Walking,97,97,97
2020-07-23T21:13:00.000+01:00,2020-07-23T21:31:00.000+01:00,Walking,94,109,76
2020-07-23T22:53:00.000+01:00,2020-07-23T22:57:00.000+01:00,Walking,100,106,95
2020-07-24T00:08:00.000+01:00,2020-07-24T00:12:00.000+01:00,Walking,null
2020-07-24T01:55:00.000+01:00,2020-07-24T02:15:00.000+01:00,Walking,null
2020-07-24T10:15:00.000+01:00,2020-07-24T10:22:00.000+01:00,Running,null
2020-07-24T11:02:00.000+01:00,2020-07-24T11:10:00.000+01:00,Walking,null
2020-07-24T17:14:00.000+01:00,2020-07-24T17:22:00.000+01:00,Running,76,90,71
2020-07-24T17:46:00.000+01:00,2020-07-24T17:53:00.000+01:00,Walking,81,81,81
2020-07-24T18:17:00.000+01:00,2020-07-24T18:28:00.000+01:00,Walking,null
2020-07-24T18:32:00.000+01:00,2020-07-24T18:38:00.000+01:00,Walking,97,97,97
2020-07-24T18:39:00.000+01:00,2020-07-24T18:58:00.000+01:00,Walking,105,107,104
2020-07-24T20:50:00.000+01:00,2020-07-24T21:15:00.000+01:00,Walking,93,107,78
2020-07-24T22:52:00.000+01:00,2020-07-24T23:04:00.000+01:00,Walking,87,105,76
2020-07-25T10:18:00.000+01:00,2020-07-25T10:38:00.000+01:00,Walking,91,112,75
2020-07-25T10:44:00.000+01:00,2020-07-25T11:01:00.000+01:00,Walking,99,117,75
2020-07-25T12:53:00.000+01:00,2020-07-25T13:04:00.000+01:00,Walking,86,106,76
2020-07-25T12:53:00.000+01:00,2020-07-25T13:14:00.000+01:00,Running,81,106,66
2020-07-25T13:15:00.000+01:00,2020-07-25T13:21:00.000+01:00,Walking,82,88,74
2020-07-25T16:19:00.000+01:00,2020-07-25T16:30:00.000+01:00,Walking,86,103,75
2020-07-25T16:38:00.000+01:00,2020-07-25T16:43:00.000+01:00,Walking,98,105,91
2020-07-25T16:54:00.000+01:00,2020-07-25T17:00:00.000+01:00,Walking,89,98,83
2020-07-25T17:16:00.000+01:00,2020-07-25T17:20:00.000+01:00,Running,97,108,94
2020-07-25T17:36:00.000+01:00,2020-07-25T17:47:00.000+01:00,Walking,102,109,91
2020-07-25T18:39:00.000+01:00,2020-07-25T18:45:00.000+01:00,Walking,86,109,76
2020-07-25T21:58:00.000+01:00,2020-07-25T22:05:00.000+01:00,Walking,87,94,78
2020-07-25T22:17:00.000+01:00,2020-07-25T22:53:00.000+01:00,Walking,80,107,62
2020-07-26T12:38:00.000+01:00,2020-07-26T12:43:00.000+01:00,Walking,94,107,78
2020-07-30T13:56:00.000+01:00,2020-07-30T14:11:00.000+01:00,Running,91,107,75
2020-08-03T12:43:00.000+01:00,2020-08-03T13:04:00.000+01:00,Walking,null
2020-08-03T14:48:00.000+01:00,2020-08-03T14:53:00.000+01:00,Running,null
2020-08-03T14:55:00.000+01:00,2020-08-03T15:07:00.000+01:00,Walking,null
2020-08-03T16:50:00.000+01:00,2020-08-03T17:06:00.000+01:00,Running,null
2020-08-03T16:50:00.000+01:00,2020-08-03T17:50:00.000+01:00,Walking,null
2020-08-03T18:57:00.000+01:00,2020-08-03T19:12:00.000+01:00,Walking,null
2020-08-04T01:11:00.000+01:00,2020-08-04T01:29:00.000+01:00,Running,null
2020-08-04T11:19:00.000+01:00,2020-08-04T11:23:00.000+01:00,Running,null
2020-08-04T11:26:00.000+01:00,2020-08-04T11:46:00.000+01:00,Walking,99,99,99
2020-08-04T12:42:00.000+01:00,2020-08-04T12:53:00.000+01:00,Walking,null
2020-08-04T17:52:00.000+01:00,2020-08-04T18:16:00.000+01:00,Walking,null
2020-08-04T19:19:00.000+01:00,2020-08-04T19:23:00.000+01:00,Walking,null
2020-08-04T19:58:00.000+01:00,2020-08-04T20:08:00.000+01:00,Walking,null
2020-08-04T23:46:00.000+01:00,2020-08-04T23:51:00.000+01:00,Walking,71,94,65
2020-08-05T10:03:00.000+01:00,2020-08-05T10:15:00.000+01:00,Running,null
2020-08-05T10:42:00.000+01:00,2020-08-05T10:47:00.000+01:00,Walking,null
2020-08-05T10:48:00.000+01:00,2020-08-05T10:52:00.000+01:00,Running,null
2020-08-05T10:53:00.000+01:00,2020-08-05T11:16:00.000+01:00,Walking,null
2020-08-05T11:29:00.000+01:00,2020-08-05T11:33:00.000+01:00,Walking,null
2020-08-05T13:34:00.000+01:00,2020-08-05T13:52:00.000+01:00,Running,null
2020-08-05T13:58:00.000+01:00,2020-08-05T14:14:00.000+01:00,Walking,79,79,79
2020-08-05T14:23:00.000+01:00,2020-08-05T14:27:00.000+01:00,Walking,null
2020-08-05T14:29:00.000+01:00,2020-08-05T14:45:00.000+01:00,Walking,87,87,87
2020-08-05T14:46:00.000+01:00,2020-08-05T15:01:00.000+01:00,Walking,null
2020-08-05T16:08:00.000+01:00,2020-08-05T16:20:00.000+01:00,Walking,null
2020-08-05T16:21:00.000+01:00,2020-08-05T16:34:00.000+01:00,Running,92,108,76
2020-08-05T16:37:00.000+01:00,2020-08-05T16:46:00.000+01:00,Walking,null
2020-08-05T16:50:00.000+01:00,2020-08-05T17:04:00.000+01:00,Running,101,101,101
2020-08-05T17:06:00.000+01:00,2020-08-05T17:12:00.000+01:00,Walking,85,85,85
2020-08-05T17:40:00.000+01:00,2020-08-05T18:01:00.000+01:00,Walking,103,123,94
2020-08-05T18:55:00.000+01:00,2020-08-05T19:10:00.000+01:00,Running,100,119,82
2020-08-05T20:51:00.000+01:00,2020-08-05T21:05:00.000+01:00,Walking,76,83,70
2020-08-06T11:46:00.000+01:00,2020-08-06T11:52:00.000+01:00,Walking,null
2020-08-06T16:20:00.000+01:00,2020-08-06T16:25:00.000+01:00,Walking,89,102,81
2020-08-06T17:23:00.000+01:00,2020-08-06T17:30:00.000+01:00,Walking,null
2020-08-06T20:08:00.000+01:00,2020-08-06T20:23:00.000+01:00,Walking,82,94,71
2020-08-06T21:11:00.000+01:00,2020-08-06T21:17:00.000+01:00,Running,81,85,77
2020-08-06T21:18:00.000+01:00,2020-08-06T21:22:00.000+01:00,Running,null
2020-08-06T21:23:00.000+01:00,2020-08-06T21:27:00.000+01:00,Running,85,85,85
2020-08-06T22:15:00.000+01:00,2020-08-06T22:19:00.000+01:00,Walking,98,104,95
2020-08-06T22:24:00.000+01:00,2020-08-06T22:29:00.000+01:00,Walking,90,97,79
2020-08-07T02:11:00.000+01:00,2020-08-07T02:27:00.000+01:00,Walking,null
2020-08-07T02:38:00.000+01:00,2020-08-07T02:44:00.000+01:00,Walking,null
2020-08-07T09:51:00.000+01:00,2020-08-07T09:58:00.000+01:00,Walking,null
2020-08-07T10:48:00.000+01:00,2020-08-07T10:57:00.000+01:00,Walking,null
2020-08-07T14:58:00.000+01:00,2020-08-07T15:13:00.000+01:00,Walking,102,102,102
2020-08-07T15:43:00.000+01:00,2020-08-07T16:08:00.000+01:00,Walking,90,111,68
2020-08-07T17:32:00.000+01:00,2020-08-07T17:47:00.000+01:00,Walking,96,96,96
2020-08-07T17:48:00.000+01:00,2020-08-07T18:05:00.000+01:00,Running,82,82,82
2020-08-07T18:43:00.000+01:00,2020-08-07T18:50:00.000+01:00,Running,null
2020-08-07T18:51:00.000+01:00,2020-08-07T19:15:00.000+01:00,Running,79,81,78
2020-08-07T22:13:00.000+01:00,2020-08-07T22:19:00.000+01:00,Walking,75,75,75
2020-08-08T03:03:00.000+01:00,2020-08-08T03:19:00.000+01:00,Walking,null
2020-08-08T07:18:00.000+01:00,2020-08-08T07:30:00.000+01:00,Walking,101,101,101
2020-08-08T07:34:00.000+01:00,2020-08-08T07:38:00.000+01:00,Walking,91,91,91
2020-08-08T11:53:00.000+01:00,2020-08-08T12:08:00.000+01:00,Running,null
2020-08-08T12:25:00.000+01:00,2020-08-08T12:29:00.000+01:00,Walking,null
2020-08-08T16:04:00.000+01:00,2020-08-08T16:09:00.000+01:00,Walking,81,81,81
2020-08-08T17:26:00.000+01:00,2020-08-08T17:34:00.000+01:00,Walking,null
2020-08-08T18:09:00.000+01:00,2020-08-08T18:19:00.000+01:00,Running,70,70,70
2020-08-08T18:43:00.000+01:00,2020-08-08T19:05:00.000+01:00,Running,54,73,49
2020-08-08T19:14:00.000+01:00,2020-08-08T19:20:00.000+01:00,Walking,81,89,77
2020-08-08T19:17:00.000+01:00,2020-08-08T19:22:00.000+01:00,Walking,97,115,89
2020-08-08T20:06:00.000+01:00,2020-08-08T20:22:00.000+01:00,Walking,87,121,67
2020-08-08T20:26:00.000+01:00,2020-08-08T20:40:00.000+01:00,Walking,81,93,54
2020-08-08T20:41:00.000+01:00,2020-08-08T20:45:00.000+01:00,Walking,93,95,92
2020-08-08T21:34:00.000+01:00,2020-08-08T21:54:00.000+01:00,Walking,94,108,76
2020-08-09T10:30:00.000+01:00,2020-08-09T10:38:00.000+01:00,Walking,null
2020-08-09T10:39:00.000+01:00,2020-08-09T10:55:00.000+01:00,Walking,null
2020-08-09T11:04:00.000+01:00,2020-08-09T11:10:00.000+01:00,Walking,null
2020-08-09T12:08:00.000+01:00,2020-08-09T12:18:00.000+01:00,Walking,null
2020-08-09T12:33:00.000+01:00,2020-08-09T12:38:00.000+01:00,Walking,null
2020-08-09T13:52:00.000+01:00,2020-08-09T14:14:00.000+01:00,Walking,null
2020-08-09T15:09:00.000+01:00,2020-08-09T15:14:00.000+01:00,Walking,null
2020-08-09T17:12:00.000+01:00,2020-08-09T17:16:00.000+01:00,Walking,77,77,77
2020-08-09T17:17:00.000+01:00,2020-08-09T17:34:00.000+01:00,Walking,73,73,73
2020-08-09T17:43:00.000+01:00,2020-08-09T17:59:00.000+01:00,Running,null
2020-08-09T18:00:00.000+01:00,2020-08-09T18:06:00.000+01:00,Walking,null
2020-08-09T18:34:00.000+01:00,2020-08-09T18:55:00.000+01:00,Walking,79,85,76
2020-08-09T22:33:00.000+01:00,2020-08-09T22:47:00.000+01:00,Running,81,106,72
2020-08-10T08:59:00.000+01:00,2020-08-10T09:15:00.000+01:00,Walking,86,113,63
2020-08-10T12:01:00.000+01:00,2020-08-10T12:14:00.000+01:00,Walking,93,117,72
2020-08-10T12:15:00.000+01:00,2020-08-10T12:19:00.000+01:00,Walking,103,119,92
2020-08-18T13:00:00.000+01:00,2020-08-18T13:18:00.000+01:00,Walking,87,87,87
2020-08-18T13:35:00.000+01:00,2020-08-18T13:39:00.000+01:00,Walking,83,94,72
2020-08-18T16:40:00.000+01:00,2020-08-18T16:44:00.000+01:00,Running,null
2020-08-18T16:55:00.000+01:00,2020-08-18T17:01:00.000+01:00,Walking,108,108,108
2020-08-18T17:02:00.000+01:00,2020-08-18T17:09:00.000+01:00,Walking,116,119,113
2020-08-18T17:18:00.000+01:00,2020-08-18T17:27:00.000+01:00,Walking,85,85,85
2020-08-18T17:28:00.000+01:00,2020-08-18T17:32:00.000+01:00,Walking,null
2020-08-18T17:42:00.000+01:00,2020-08-18T17:59:00.000+01:00,Walking,101,114,88
2020-08-18T18:00:00.000+01:00,2020-08-18T18:09:00.000+01:00,Walking,82,89,76
2020-08-18T18:10:00.000+01:00,2020-08-18T18:14:00.000+01:00,Walking,97,99,95
2020-08-18T18:15:00.000+01:00,2020-08-18T18:26:00.000+01:00,Walking,97,113,79
2020-08-18T18:27:00.000+01:00,2020-08-18T18:36:00.000+01:00,Walking,124,124,124
2020-08-18T18:42:00.000+01:00,2020-08-18T18:49:00.000+01:00,Walking,67,67,67
2020-08-18T18:50:00.000+01:00,2020-08-18T19:11:00.000+01:00,Walking,104,116,89
2020-08-18T19:12:00.000+01:00,2020-08-18T19:19:00.000+01:00,Walking,97,112,83
2020-08-18T19:20:00.000+01:00,2020-08-18T19:26:00.000+01:00,Walking,null
2020-08-18T19:40:00.000+01:00,2020-08-18T20:01:00.000+01:00,Walking,85,112,74
2020-08-18T21:01:00.000+01:00,2020-08-18T21:31:00.000+01:00,Running,92,102,81
2020-08-18T21:38:00.000+01:00,2020-08-18T21:47:00.000+01:00,Walking,84,95,76
2020-08-18T22:51:00.000+01:00,2020-08-18T22:55:00.000+01:00,Walking,81,87,76
2020-08-19T00:01:00.000+01:00,2020-08-19T00:14:00.000+01:00,Running,null
2020-08-19T03:24:00.000+01:00,2020-08-19T03:32:00.000+01:00,Walking,null
2020-08-19T19:23:00.000+01:00,2020-08-19T19:33:00.000+01:00,Running,77,86,69
2020-08-19T19:34:00.000+01:00,2020-08-19T19:40:00.000+01:00,Walking,90,107,76
2020-09-01T17:43:00.000+01:00,2020-09-01T17:52:00.000+01:00,Walking,null
2020-09-01T18:19:00.000+01:00,2020-09-01T18:28:00.000+01:00,Running,101,101,101
2020-09-01T18:29:00.000+01:00,2020-09-01T18:48:00.000+01:00,Running,170,179,156
2020-09-01T18:49:00.000+01:00,2020-09-01T18:55:00.000+01:00,Walking,180,183,177
2020-09-01T19:59:00.000+01:00,2020-09-01T20:16:00.000+01:00,Walking,92,101,84
2020-09-01T22:04:00.000+01:00,2020-09-01T22:12:00.000+01:00,Walking,92,105,86
2020-09-01T22:26:00.000+01:00,2020-09-01T22:47:00.000+01:00,Walking,91,113,75
2020-09-01T23:14:00.000+01:00,2020-09-01T23:33:00.000+01:00,Walking,93,117,72
2020-09-01T23:36:00.000+01:00,2020-09-01T23:43:00.000+01:00,Walking,72,81,68
2020-09-02T00:00:00.000+01:00,2020-09-02T00:09:00.000+01:00,Walking,null
2020-09-02T00:21:00.000+01:00,2020-09-02T00:29:00.000+01:00,Walking,null
2020-09-02T00:52:00.000+01:00,2020-09-02T01:03:00.000+01:00,Running,null
2020-09-02T00:52:00.000+01:00,2020-09-02T01:03:00.000+01:00,Running,null
2020-09-02T12:26:00.000+01:00,2020-09-02T12:43:00.000+01:00,Running,null
2020-09-02T15:47:00.000+01:00,2020-09-02T15:51:00.000+01:00,Walking,null
2020-09-02T17:53:00.000+01:00,2020-09-02T18:01:00.000+01:00,Walking,82,82,82
2020-09-02T18:18:00.000+01:00,2020-09-02T18:25:00.000+01:00,Walking,null
2020-09-02T20:49:00.000+01:00,2020-09-02T20:53:00.000+01:00,Walking,null
2020-09-03T09:36:00.000+01:00,2020-09-03T09:48:00.000+01:00,Walking,null
2020-09-03T10:05:00.000+01:00,2020-09-03T10:27:00.000+01:00,Walking,null
2020-09-03T10:16:00.000+01:00,2020-09-03T10:29:00.000+01:00,Walking,null
2020-09-03T10:28:00.000+01:00,2020-09-03T10:36:00.000+01:00,Walking,null
2020-09-03T10:43:00.000+01:00,2020-09-03T11:32:00.000+01:00,Running,null
2020-09-03T10:43:00.000+01:00,2020-09-03T11:56:00.000+01:00,Walking,null
2020-09-03T11:57:00.000+01:00,2020-09-03T12:11:00.000+01:00,Walking,null
2020-09-03T12:12:00.000+01:00,2020-09-03T12:24:00.000+01:00,Walking,null
2020-09-03T12:25:00.000+01:00,2020-09-03T12:32:00.000+01:00,Walking,null
2020-09-03T12:25:00.000+01:00,2020-09-03T12:50:00.000+01:00,Running,null
2020-09-03T14:33:00.000+01:00,2020-09-03T14:47:00.000+01:00,Running,null
2020-09-03T14:48:00.000+01:00,2020-09-03T14:59:00.000+01:00,Walking,null
2020-09-03T18:39:00.000+01:00,2020-09-03T18:46:00.000+01:00,Running,75,75,75
2020-09-03T19:09:00.000+01:00,2020-09-03T19:14:00.000+01:00,Walking,76,76,76
2020-09-03T19:16:00.000+01:00,2020-09-03T19:35:00.000+01:00,Walking,90,102,79
2020-09-03T19:37:00.000+01:00,2020-09-03T19:44:00.000+01:00,Walking,null
2020-09-03T19:46:00.000+01:00,2020-09-03T20:04:00.000+01:00,Walking,75,81,69
2020-09-03T20:23:00.000+01:00,2020-09-03T20:33:00.000+01:00,Walking,null
2020-09-03T20:44:00.000+01:00,2020-09-03T20:48:00.000+01:00,Walking,79,82,76
2020-09-04T10:01:00.000+01:00,2020-09-04T10:10:00.000+01:00,Walking,null
2020-09-04T12:55:00.000+01:00,2020-09-04T13:01:00.000+01:00,Walking,null
2020-09-04T18:11:00.000+01:00,2020-09-04T18:24:00.000+01:00,Walking,76,76,76
2020-09-04T18:13:00.000+01:00,2020-09-04T18:24:00.000+01:00,Walking,76,76,76
2020-09-04T18:32:00.000+01:00,2020-09-04T18:47:00.000+01:00,Walking,67,67,67
2020-09-04T18:48:00.000+01:00,2020-09-04T18:53:00.000+01:00,Running,148,148,148
2020-09-04T18:54:00.000+01:00,2020-09-04T19:15:00.000+01:00,Walking,null
2020-09-04T20:38:00.000+01:00,2020-09-04T20:42:00.000+01:00,Walking,76,76,76
2020-09-04T20:44:00.000+01:00,2020-09-04T21:08:00.000+01:00,Walking,88,92,84
2020-09-06T00:02:00.000+01:00,2020-09-06T00:06:00.000+01:00,Walking,null
2020-09-06T00:16:00.000+01:00,2020-09-06T00:22:00.000+01:00,Walking,null
2020-09-06T00:30:00.000+01:00,2020-09-06T00:40:00.000+01:00,Walking,null
2020-09-06T00:50:00.000+01:00,2020-09-06T00:59:00.000+01:00,Walking,null
2020-09-06T10:34:00.000+01:00,2020-09-06T10:43:00.000+01:00,Running,null
2020-09-06T10:52:00.000+01:00,2020-09-06T10:56:00.000+01:00,Walking,null
2020-09-06T11:36:00.000+01:00,2020-09-06T11:46:00.000+01:00,Running,null
2020-09-06T13:45:00.000+01:00,2020-09-06T13:53:00.000+01:00,Walking,null
2020-09-06T14:05:00.000+01:00,2020-09-06T14:10:00.000+01:00,Walking,null
2020-09-06T15:06:00.000+01:00,2020-09-06T15:20:00.000+01:00,Running,null
2020-09-06T15:49:00.000+01:00,2020-09-06T15:55:00.000+01:00,Walking,110,110,110
2020-09-06T17:02:00.000+01:00,2020-09-06T17:16:00.000+01:00,Walking,99,104,96
2020-09-06T17:25:00.000+01:00,2020-09-06T17:31:00.000+01:00,Walking,null
2020-09-06T19:15:00.000+01:00,2020-09-06T19:19:00.000+01:00,Walking,null
2020-09-06T19:31:00.000+01:00,2020-09-06T19:36:00.000+01:00,Walking,null
2020-09-06T19:53:00.000+01:00,2020-09-06T19:58:00.000+01:00,Walking,null
2020-09-06T20:18:00.000+01:00,2020-09-06T20:37:00.000+01:00,Walking,101,103,101
2020-09-06T22:36:00.000+01:00,2020-09-06T22:42:00.000+01:00,Walking,107,117,77
2020-09-06T23:29:00.000+01:00,2020-09-06T23:35:00.000+01:00,Walking,105,122,81
2020-09-06T23:42:00.000+01:00,2020-09-06T23:48:00.000+01:00,Walking,86,102,72
2020-09-07T00:01:00.000+01:00,2020-09-07T00:27:00.000+01:00,Walking,null
2020-09-07T00:41:00.000+01:00,2020-09-07T01:01:00.000+01:00,Walking,null
2020-09-07T00:41:00.000+01:00,2020-09-07T01:01:00.000+01:00,Walking,null
2020-09-07T01:03:00.000+01:00,2020-09-07T01:18:00.000+01:00,Walking,null
2020-09-07T12:04:00.000+01:00,2020-09-07T12:13:00.000+01:00,Walking,null
2020-09-07T13:09:00.000+01:00,2020-09-07T13:18:00.000+01:00,Walking,87,87,87
2020-09-07T13:43:00.000+01:00,2020-09-07T13:47:00.000+01:00,Walking,null
2020-09-07T14:03:00.000+01:00,2020-09-07T14:10:00.000+01:00,Walking,97,101,86
2020-09-07T14:11:00.000+01:00,2020-09-07T14:20:00.000+01:00,Walking,94,107,78
2020-09-07T14:43:00.000+01:00,2020-09-07T14:51:00.000+01:00,Walking,114,120,99
2020-09-07T14:55:00.000+01:00,2020-09-07T15:12:00.000+01:00,Walking,101,119,84
2020-09-07T16:17:00.000+01:00,2020-09-07T16:21:00.000+01:00,Walking,78,78,78
2020-09-07T16:30:00.000+01:00,2020-09-07T16:35:00.000+01:00,Walking,null
2020-09-24T11:19:00.000+01:00,2020-09-24T11:34:00.000+01:00,Walking,83,103,63
2020-09-24T16:35:00.000+01:00,2020-09-24T17:06:00.000+01:00,Walking,107,115,95
2020-09-24T17:56:00.000+01:00,2020-09-24T18:01:00.000+01:00,Walking,128,128,128
2020-09-24T18:30:00.000+01:00,2020-09-24T19:05:00.000+01:00,Walking,108,139,87
2020-09-24T19:06:00.000+01:00,2020-09-24T19:13:00.000+01:00,Walking,97,97,97
2020-09-24T19:14:00.000+01:00,2020-09-24T19:28:00.000+01:00,Walking,83,83,83
2020-09-24T19:29:00.000+01:00,2020-09-24T19:33:00.000+01:00,Walking,98,98,98
2020-09-24T19:34:00.000+01:00,2020-09-24T19:43:00.000+01:00,Walking,104,107,103
2020-09-24T20:22:00.000+01:00,2020-09-24T20:45:00.000+01:00,Walking,83,105,70
2020-09-25T12:41:00.000+01:00,2020-09-25T13:23:00.000+01:00,Walking,null
2020-09-25T13:25:00.000+01:00,2020-09-25T13:29:00.000+01:00,Walking,null
2020-09-25T13:43:00.000+01:00,2020-09-25T13:49:00.000+01:00,Walking,null
2020-09-25T14:05:00.000+01:00,2020-09-25T14:09:00.000+01:00,Walking,null
2020-09-25T15:05:00.000+01:00,2020-09-25T15:24:00.000+01:00,Walking,null
2020-09-25T15:46:00.000+01:00,2020-09-25T15:50:00.000+01:00,Walking,null
2020-09-25T18:14:00.000+01:00,2020-09-25T18:22:00.000+01:00,Walking,null
2020-09-25T18:23:00.000+01:00,2020-09-25T18:28:00.000+01:00,Running,null
2020-09-25T18:29:00.000+01:00,2020-09-25T18:58:00.000+01:00,Walking,79,79,79
2020-09-25T19:00:00.000+01:00,2020-09-25T19:22:00.000+01:00,Walking,null
2020-09-26T00:41:00.000+01:00,2020-09-26T00:58:00.000+01:00,Walking,null
2020-09-26T11:16:00.000+01:00,2020-09-26T11:21:00.000+01:00,Walking,null
2020-09-26T11:51:00.000+01:00,2020-09-26T12:03:00.000+01:00,Running,null
2020-09-26T11:51:00.000+01:00,2020-09-26T12:20:00.000+01:00,Walking,null
2020-09-26T13:04:00.000+01:00,2020-09-26T13:25:00.000+01:00,Running,null
2020-09-26T13:36:00.000+01:00,2020-09-26T13:49:00.000+01:00,Walking,null
2020-09-26T14:26:00.000+01:00,2020-09-26T14:44:00.000+01:00,Walking,null
